hospitalID,nursesCommunicateWell,doctorsCommunicateWell,receivedImmediateHelp,painManagedByTreatment,staffExplainedMedications,bathroomsAlwaysClean,givenInformationAboutRecovery,rateHospitalPositively
260081,0.79,0.78,0.65,0.72,0.63,0.72,0.84,0.80
260085,0.77,0.82,0.61,0.68,0.62,0.70,0.88,0.70
260091,0.82,0.82,0.65,0.72,0.65,0.69,0.86,0.73
260094,0.77,0.79,0.66,0.66,0.59,0.70,0.85,0.68
260095,0.76,0.77,0.64,0.68,0.62,0.70,0.90,0.67
260096,0.78,0.82,0.62,0.71,0.60,0.73,0.88,0.77
260097,0.81,0.82,0.67,0.72,0.67,0.82,0.86,0.70
260102,0.75,0.80,0.66,0.68,0.63,0.74,0.83,0.68
260104,0.84,0.84,0.67,0.74,0.64,0.67,0.89,0.75
260105,0.75,0.81,0.63,0.71,0.62,0.65,0.87,0.70
260108,0.73,0.80,0.60,0.65,0.59,0.60,0.85,0.70
260110,0.84,0.83,0.75,0.80,0.69,0.83,0.90,0.81
260113,0.86,0.86,0.79,0.80,0.69,0.86,0.84,0.71
260116,0.76,0.80,0.61,0.68,0.57,0.67,0.83,0.66
260119,0.70,0.77,0.56,0.61,0.53,0.64,0.74,0.48
260137,0.75,0.80,0.58,0.68,0.61,0.64,0.87,0.69
260138,0.81,0.81,0.66,0.75,0.66,0.72,0.88,0.77
260141,0.79,0.77,0.70,0.66,0.62,0.76,0.85,0.76
260142,0.78,0.80,0.72,0.68,0.62,0.67,0.88,0.63
260147,0.83,0.82,0.85,0.75,0.67,0.74,0.81,0.65
260160,0.79,0.80,0.71,0.68,0.52,0.77,0.80,0.71
260162,0.77,0.84,0.62,0.70,0.60,0.62,0.87,0.75
260163,0.85,0.88,0.70,0.72,0.69,0.66,0.86,0.77
260175,0.82,0.82,0.70,0.70,0.67,0.76,0.87,0.73
260176,0.77,0.86,0.63,0.70,0.66,0.70,0.90,0.75
260177,0.77,0.80,0.66,0.68,0.62,0.68,0.90,0.72
260179,0.81,0.84,0.65,0.74,0.66,0.75,0.87,0.84
260180,0.80,0.82,0.62,0.75,0.64,0.62,0.84,0.67
260183,0.83,0.84,0.67,0.73,0.69,0.76,0.85,0.79
260186,0.80,0.79,0.70,0.70,0.62,0.74,0.84,0.68
260190,0.78,0.78,0.71,0.71,0.63,0.73,0.89,0.73
260191,0.80,0.80,0.62,0.67,0.57,0.61,0.88,0.70
260193,0.80,0.79,0.66,0.71,0.61,0.73,0.87,0.74
260195,0.79,0.82,0.70,0.70,0.60,0.75,0.87,0.71
260200,0.84,0.81,0.69,0.74,0.69,0.79,0.88,0.78
260207,0.83,0.86,0.73,0.72,0.67,0.82,0.89,0.72
260209,0.77,0.73,0.76,0.70,0.57,0.53,0.81,0.54
260210,0.70,0.79,0.45,0.65,0.47,0.58,0.79,0.58
260214,0.74,0.78,0.64,0.70,0.57,0.63,0.86,0.61
260216,0.80,0.80,0.64,0.72,0.64,0.75,0.92,0.80
260219,0.79,0.85,0.61,0.70,0.62,0.64,0.91,0.78
260228,,,,,,,,
260229,,,,,,,,
261303,0.84,0.87,0.82,0.71,0.72,0.87,0.82,0.70
261305,,,,,,,,
261306,,,,,,,,
261307,,,,,,,,
261308,,,,,,,,
261309,0.86,0.93,0.82,0.80,0.70,0.76,0.89,0.83
261310,,,,,,,,
261311,,,,,,,,
261312,0.75,0.91,0.76,0.67,0.76,0.92,0.92,0.76
261314,,,,,,,,
261316,0.77,0.83,0.76,0.63,0.39,0.71,0.87,0.71
261317,0.81,0.89,0.86,0.91,0.70,0.77,0.86,0.76
261318,,,,,,,,
261319,0.79,0.79,0.68,0.64,0.58,0.77,0.84,0.61
261320,0.83,0.86,0.75,0.75,0.72,0.72,0.90,0.76
261321,0.81,0.84,0.75,0.74,0.70,0.82,0.91,0.74
261324,0.81,0.83,0.66,0.69,0.67,0.80,0.90,0.75
261325,0.87,0.90,0.78,0.81,0.68,0.86,0.86,0.83
261327,,,,,,,,
261328,,,,,,,,
261329,0.79,0.88,0.71,0.72,0.76,0.76,0.90,0.74
261330,0.81,0.84,0.67,0.72,0.62,0.86,0.90,0.72
261331,0.82,0.84,0.73,0.71,0.61,0.72,0.90,0.76
261332,,,,,,,,
261333,,,,,,,,
261335,0.88,0.99,0.85,0.70,0.69,0.78,0.88,0.93
261337,,,,,,,,
263302,,,,,,,,
270003,0.79,0.84,0.69,0.74,0.64,0.77,0.86,0.63
270004,0.78,0.80,0.71,0.71,0.63,0.74,0.87,0.78
270012,0.72,0.74,0.62,0.68,0.58,0.69,0.82,0.61
270014,0.79,0.81,0.67,0.71,0.66,0.73,0.86,0.77
270017,0.76,0.81,0.65,0.71,0.58,0.66,0.86,0.65
270023,0.76,0.80,0.61,0.67,0.61,0.74,0.86,0.72
270032,0.72,0.81,0.68,0.67,0.57,0.65,0.84,0.54
270049,0.78,0.81,0.67,0.69,0.65,0.70,0.89,0.74
270051,0.76,0.79,0.65,0.68,0.61,0.73,0.87,0.69
270057,0.77,0.80,0.64,0.71,0.61,0.70,0.85,0.72
270074,0.58,0.69,0.36,0.49,0.51,0.53,0.63,0.44
270086,0.81,0.88,0.83,0.79,0.73,0.80,0.93,0.84
270087,0.80,0.86,0.72,0.73,0.66,0.74,0.90,0.77
271300,,,,,,,,
271302,,,,,,,,
271303,,,,,,,,
271304,,,,,,,,
271305,,,,,,,,
271306,,,,,,,,
271307,,,,,,,,
271308,,,,,,,,
271309,,,,,,,,
271310,,,,,,,,
271311,,,,,,,,
271312,,,,,,,,
271313,,,,,,,,
271316,,,,,,,,
271317,0.80,0.84,0.76,0.72,0.66,0.79,0.82,0.62
271318,0.80,0.86,0.79,0.71,0.66,0.81,0.88,0.76
271319,,,,,,,,
271320,0.77,0.86,0.75,0.69,0.70,0.71,0.80,0.67
271322,,,,,,,,
271323,0.75,0.78,0.68,0.69,0.65,0.70,0.73,0.62
271324,,,,,,,,
271325,,,,,,,,
271326,,,,,,,,
271327,,,,,,,,
271328,,,,,,,,
271330,,,,,,,,
271331,,,,,,,,
271332,0.79,0.75,0.56,0.71,0.67,0.71,0.80,0.58
271333,,,,,,,,
271334,,,,,,,,
271335,0.81,0.86,0.73,0.70,0.70,0.73,0.86,0.72
271336,0.83,0.84,0.78,0.80,0.66,0.82,0.89,0.81
271337,,,,,,,,
271338,,,,,,,,
271339,,,,,,,,
271340,0.76,0.81,0.64,0.65,0.61,0.79,0.79,0.55
271341,,,,,,,,
271342,,,,,,,,
271343,0.81,0.85,0.76,0.71,0.68,0.75,0.88,0.72
271344,0.78,0.78,0.65,0.72,0.61,0.61,0.83,0.66
271345,0.79,0.85,0.70,0.74,0.67,0.64,0.83,0.69
271346,0.74,0.85,0.78,0.53,0.63,0.91,0.79,0.75
271347,0.80,0.79,0.66,0.73,0.65,0.69,0.88,0.71
280003,0.79,0.81,0.66,0.71,0.65,0.70,0.92,0.76
280009,0.77,0.79,0.60,0.66,0.65,0.73,0.88,0.71
280013,0.77,0.77,0.62,0.66,0.60,0.72,0.89,0.73
280020,0.79,0.81,0.60,0.72,0.65,0.70,0.91,0.77
280023,0.80,0.81,0.67,0.71,0.63,0.74,0.90,0.77
280030,0.76,0.80,0.61,0.68,0.62,0.64,0.86,0.68
280032,0.80,0.84,0.66,0.73,0.65,0.76,0.89,0.77
280040,0.82,0.85,0.69,0.71,0.62,0.68,0.88,0.78
280060,0.80,0.82,0.66,0.73,0.66,0.72,0.89,0.76
280061,0.76,0.79,0.67,0.70,0.66,0.63,0.90,0.66
280065,0.75,0.80,0.63,0.65,0.59,0.64,0.90,0.62
280077,0.78,0.81,0.69,0.72,0.66,0.71,0.91,0.72
280081,0.80,0.81,0.63,0.72,0.65,0.75,0.91,0.76
280105,0.84,0.83,0.71,0.77,0.68,0.78,0.89,0.79
280111,0.78,0.81,0.70,0.70,0.63,0.74,0.89,0.73
280125,0.80,0.82,0.60,0.68,0.60,0.77,0.90,0.71
280127,0.86,0.87,0.83,0.75,0.73,0.88,0.95,0.84
280128,0.83,0.80,0.77,0.77,0.64,0.78,0.92,0.81
280129,0.91,0.88,0.88,0.78,0.78,0.85,0.93,0.91
280130,0.81,0.82,0.61,0.72,0.64,0.68,0.90,0.80
280131,0.90,0.90,0.91,0.81,0.76,0.87,0.91,0.91
280132,0.81,0.82,0.69,0.71,0.64,0.76,0.86,0.75
280133,0.85,0.82,0.74,0.70,0.72,0.76,0.92,0.83
281300,0.88,0.82,0.78,0.75,0.47,0.94,0.73,0.79
281301,0.68,0.82,0.66,0.65,0.61,0.88,0.75,0.66
281302,,,,,,,,
281303,0.69,0.77,0.64,0.61,,1.00,0.86,0.39
281304,0.85,0.91,0.84,0.72,0.76,0.92,0.80,0.88
281305,0.86,0.83,0.96,0.74,0.56,0.79,0.89,0.72
281306,0.80,0.89,0.84,0.82,0.63,0.91,0.92,0.78
281307,0.89,0.91,0.69,0.64,0.56,0.99,0.90,0.79
281308,,,,,,,,
281309,0.86,0.90,0.78,0.76,0.82,0.84,0.86,0.81
281310,0.99,1.00,0.75,0.76,,0.94,,0.97
281311,,,,,,,,
281312,,,,,,,,
281313,0.81,0.87,0.79,0.67,0.70,0.86,0.81,0.71
281314,0.85,0.85,0.84,0.67,0.66,0.89,0.83,0.77
281315,0.85,0.92,0.82,0.69,0.71,0.86,0.93,0.85
281316,0.99,0.86,0.91,0.89,0.70,0.99,0.95,1.00
281317,0.97,0.97,1.00,0.90,0.82,0.89,0.88,0.87
281318,,,,,,,,
281319,,,,,,,,
281320,0.81,0.89,0.72,0.73,0.72,0.82,0.92,0.83
281321,0.69,0.69,0.70,0.68,0.63,0.64,0.61,0.58
281322,0.82,0.86,0.75,0.67,0.72,0.86,0.94,0.78
281323,0.92,0.94,0.84,0.84,0.73,0.88,0.90,0.90
281324,0.88,0.86,0.79,0.78,0.76,0.89,0.88,0.81
281325,0.82,0.78,0.81,0.90,0.81,0.79,0.92,0.76
281326,0.90,0.87,0.81,0.73,0.73,0.82,0.93,0.80
281327,0.81,0.82,0.79,0.65,0.51,0.76,0.76,0.60
281328,0.64,0.72,0.66,0.66,0.56,0.70,0.73,0.45
281329,0.87,0.87,0.72,0.77,0.70,0.80,0.91,0.86
281330,,,,,,,,
281331,0.78,0.89,0.72,0.70,0.77,0.60,0.87,0.73
281332,,,,,,,,
281333,0.91,0.90,0.82,0.80,0.58,0.94,0.79,0.69
281334,0.86,0.93,0.77,0.72,0.71,0.86,0.87,0.87
281335,,,,,,,,
281336,0.81,0.85,0.71,0.64,0.66,0.88,0.85,0.78
281338,0.71,0.91,0.76,0.77,0.63,0.83,0.94,0.82
281339,,,,,,,,
281340,0.83,0.84,0.87,0.80,0.78,0.82,0.96,0.88
281341,0.81,0.89,0.73,0.75,0.76,0.86,0.82,0.72
281342,,,,,,,,
281343,0.85,0.87,0.84,0.72,0.77,0.90,0.82,0.89
281344,0.81,0.82,0.77,0.74,0.72,0.79,0.90,0.77
281345,,,,,,,,
281346,0.82,0.83,0.79,0.79,0.83,0.83,0.94,0.85
281347,0.83,0.84,0.78,0.80,0.73,0.83,0.82,0.78
281348,0.68,0.81,0.66,0.55,0.60,0.83,0.80,0.68
281349,0.90,0.95,0.84,0.76,0.75,0.89,0.91,0.85
281350,0.80,0.89,0.72,0.74,0.62,0.87,0.89,0.75
281351,0.80,0.83,0.87,0.75,0.69,0.74,0.78,0.58
281352,0.90,0.89,0.80,0.77,0.68,0.89,0.90,0.85
281353,0.76,0.84,0.63,0.62,0.67,0.84,0.68,0.76
281354,0.77,0.84,0.68,0.75,0.64,0.69,0.85,0.71
281355,0.85,0.89,0.72,0.76,0.67,0.87,0.94,0.79
281356,0.85,0.90,0.84,0.69,0.68,0.79,0.86,0.75
281357,0.77,0.84,0.71,0.73,0.72,0.73,0.92,0.72
281358,0.84,0.88,0.86,0.77,0.71,0.91,0.83,0.71
281359,0.82,0.90,0.75,0.80,0.79,0.87,0.98,0.81
281360,0.75,0.85,0.73,0.71,0.71,0.84,0.91,0.52
281361,0.80,0.86,0.70,0.73,0.75,0.74,0.92,0.75
281362,0.79,0.86,0.68,0.70,0.66,0.84,0.88,0.84
281363,0.80,0.86,0.73,0.69,0.67,0.83,0.86,0.75
281364,0.88,0.89,0.74,0.72,0.71,0.84,0.90,0.77
281365,0.81,0.85,0.65,0.67,0.67,0.74,0.85,0.69
283301,,,,,,,,
290001,0.74,0.76,0.55,0.68,0.61,0.68,0.87,0.68
290002,,,,,,,,
290003,0.65,0.69,0.51,0.61,0.54,0.64,0.79,0.59
290005,0.72,0.79,0.59,0.68,0.60,0.66,0.83,0.64
290006,0.82,0.84,0.74,0.75,0.71,0.72,0.88,0.76
290007,,,,,,,,
290008,0.70,0.75,0.58,0.63,0.62,0.69,0.84,0.55
290009,0.75,0.77,0.57,0.69,0.64,0.69,0.86,0.64
290012,0.67,0.68,0.50,0.63,0.58,0.66,0.83,0.61
290019,0.74,0.79,0.60,0.67,0.62,0.66,0.86,0.71
290020,,,,,,,,
290021,0.67,0.73,0.50,0.63,0.51,0.61,0.81,0.59
290022,0.67,0.70,0.52,0.66,0.49,0.60,0.80,0.56
290032,0.75,0.79,0.63,0.70,0.67,0.70,0.86,0.70
290039,0.70,0.72,0.58,0.65,0.55,0.70,0.83,0.63
290041,0.71,0.73,0.54,0.64,0.54,0.63,0.84,0.62
290045,0.74,0.75,0.60,0.69,0.64,0.74,0.85,0.74
290046,0.68,0.70,0.51,0.64,0.56,0.61,0.82,0.60
290047,0.70,0.74,0.59,0.66,0.57,0.70,0.83,0.65
290049,0.81,0.79,0.69,0.72,0.64,0.74,0.84,0.73
290051,0.80,0.82,0.75,0.74,0.69,0.82,0.91,0.79
290053,0.72,0.74,0.59,0.68,0.60,0.69,0.85,0.75
290054,0.68,0.72,0.52,0.64,0.50,0.64,0.83,0.63
291300,,,,,,,,
291301,,,,,,,,
291302,,,,,,,,
291303,,,,,,,,
291304,,,,,,,,
291306,0.81,0.82,0.74,0.73,0.70,0.79,0.87,0.78
291307,0.75,0.82,0.67,0.69,0.66,0.73,0.86,0.73
291308,,,,,,,,
291309,,,,,,,,
291311,,,,,,,,
291312,,,,,,,,
300001,0.82,0.79,0.69,0.72,0.66,0.70,0.87,0.75
300003,0.78,0.80,0.71,0.69,0.64,0.68,0.90,0.78
300005,0.76,0.78,0.69,0.72,0.64,0.76,0.88,0.62
300011,0.79,0.75,0.63,0.70,0.64,0.73,0.87,0.71
300012,0.75,0.80,0.59,0.67,0.59,0.70,0.89,0.65
300014,0.83,0.83,0.74,0.75,0.70,0.80,0.88,0.71
300017,0.80,0.79,0.73,0.73,0.66,0.80,0.91,0.68
300018,0.84,0.83,0.72,0.75,0.71,0.83,0.93,0.78
300019,0.82,0.81,0.67,0.71,0.66,0.74,0.88,0.69
300020,0.80,0.79,0.66,0.70,0.65,0.72,0.90,0.74
300023,0.83,0.83,0.69,0.77,0.71,0.75,0.88,0.78
300029,0.77,0.80,0.61,0.69,0.61,0.70,0.90,0.70
300034,0.81,0.81,0.66,0.70,0.67,0.73,0.88,0.74
301300,,,,,,,,
301301,,,,,,,,
301302,0.79,0.85,0.77,0.78,0.75,0.79,0.88,0.73
301303,,,,,,,,
301304,0.79,0.82,0.76,0.77,0.67,0.82,0.84,0.72
301305,0.78,0.84,0.71,0.66,0.66,0.68,0.88,0.72
301306,0.75,0.69,0.57,0.71,0.52,0.79,0.84,0.59
301307,0.80,0.83,0.66,0.71,0.61,0.73,0.93,0.63
301308,0.82,0.86,0.76,0.78,0.66,0.74,0.87,0.66
301309,0.83,0.84,0.79,0.73,0.67,0.80,0.89,0.75
301310,0.80,0.81,0.73,0.74,0.64,0.80,0.89,0.73
301311,0.86,0.88,0.76,0.76,0.75,0.81,0.88,0.73
301312,,,,,,,,
310001,0.80,0.80,0.65,0.75,0.61,0.71,0.80,0.75
310002,0.75,0.78,0.53,0.67,0.61,0.67,0.78,0.60
310003,0.70,0.78,0.55,0.61,0.56,0.67,0.78,0.54
310005,0.81,0.82,0.64,0.75,0.65,0.71,0.85,0.73
310006,0.74,0.78,0.52,0.59,0.54,0.67,0.78,0.53
310008,0.75,0.79,0.54,0.69,0.57,0.69,0.83,0.69
310009,0.75,0.77,0.58,0.66,0.57,0.69,0.79,0.58
310010,0.76,0.78,0.61,0.66,0.62,0.73,0.81,0.73
310011,0.79,0.78,0.67,0.68,0.62,0.67,0.79,0.60
310012,0.83,0.82,0.67,0.75,0.65,0.76,0.82,0.78
310014,0.75,0.77,0.62,0.68,0.57,0.63,0.86,0.66
310015,0.79,0.77,0.59,0.72,0.58,0.73,0.80,0.76
310016,0.70,0.75,0.55,0.59,0.53,0.64,0.79,0.58
310017,0.79,0.78,0.65,0.71,0.64,0.66,0.82,0.63
310019,0.71,0.78,0.52,0.63,0.57,0.68,0.82,0.64
310021,0.76,0.75,0.58,0.70,0.61,0.69,0.85,0.59
310022,0.81,0.78,0.70,0.73,0.64,0.78,0.86,0.77
310024,0.74,0.74,0.61,0.64,0.55,0.64,0.78,0.57
310025,0.71,0.76,0.58,0.64,0.53,0.65,0.84,0.55
310027,0.71,0.75,0.56,0.66,0.55,0.69,0.82,0.62
310028,0.76,0.68,0.58,0.64,0.55,0.72,0.84,0.57
310029,0.75,0.74,0.56,0.65,0.62,0.65,0.81,0.63
310031,0.84,0.85,0.69,0.74,0.70,0.77,0.89,0.82
310032,0.73,0.75,0.59,0.63,0.57,0.71,0.83,0.59
310034,0.75,0.81,0.56,0.69,0.59,0.62,0.85,0.62
310038,0.78,0.79,0.67,0.69,0.61,0.66,0.83,0.69
310039,0.75,0.78,0.60,0.68,0.57,0.66,0.83,0.60
310040,0.74,0.82,0.64,0.70,0.49,0.67,0.83,0.65
310041,0.77,0.75,0.62,0.71,0.62,0.68,0.82,0.60
310044,0.76,0.78,0.61,0.70,0.61,0.76,0.81,0.72
310045,0.74,0.78,0.57,0.69,0.55,0.70,0.78,0.71
310047,0.79,0.80,0.64,0.70,0.59,0.73,0.85,0.68
310048,0.78,0.80,0.64,0.69,0.59,0.74,0.81,0.68
310050,0.76,0.76,0.60,0.67,0.55,0.71,0.84,0.68
310051,0.75,0.78,0.57,0.68,0.58,0.63,0.79,0.66
310052,0.77,0.75,0.61,0.71,0.62,0.68,0.83,0.65
310054,0.74,0.80,0.57,0.68,0.56,0.64,0.81,0.64
310057,0.77,0.74,0.61,0.72,0.59,0.64,0.79,0.65
310058,0.64,0.66,0.43,0.58,0.48,0.49,0.74,0.51
310060,0.78,0.79,0.65,0.69,0.59,0.71,0.80,0.65
310061,0.68,0.69,0.57,0.64,0.54,0.61,0.77,0.46
310064,0.76,0.76,0.62,0.64,0.62,0.68,0.87,0.68
310069,0.81,0.79,0.71,0.71,0.61,0.74,0.88,0.72
310070,0.83,0.81,0.65,0.72,0.66,0.74,0.83,0.75
310073,0.79,0.78,0.65,0.70,0.64,0.71,0.81,0.72
310074,0.72,0.76,0.55,0.65,0.58,0.71,0.78,0.60
310075,0.76,0.78,0.59,0.69,0.62,0.71,0.80,0.65
310076,0.74,0.78,0.57,0.67,0.59,0.71,0.78,0.65
310081,0.79,0.77,0.67,0.70,0.60,0.68,0.81,0.60
310083,0.66,0.77,0.48,0.60,0.52,0.65,0.79,0.52
310084,0.73,0.74,0.53,0.69,0.60,0.71,0.80,0.57
310086,0.77,0.75,0.60,0.66,0.60,0.66,0.79,0.61
310091,0.77,0.79,0.59,0.73,0.63,0.68,0.85,0.58
310092,0.75,0.77,0.61,0.66,0.61,0.66,0.81,0.67
310096,0.65,0.73,0.49,0.63,0.51,0.68,0.75,0.56
310108,0.75,0.78,0.57,0.67,0.58,0.77,0.77,0.58
310110,0.80,0.79,0.66,0.73,0.61,0.71,0.85,0.68
310111,0.82,0.82,0.71,0.74,0.65,0.78,0.84,0.68
310112,0.76,0.74,0.60,0.69,0.58,0.63,0.82,0.58
310113,0.78,0.79,0.63,0.72,0.64,0.68,0.83,0.62
310115,0.74,0.75,0.62,0.70,0.52,0.62,0.86,0.63
310118,0.71,0.76,0.61,0.68,0.59,0.72,0.79,0.58
310119,0.68,0.77,0.52,0.63,0.56,0.59,0.80,0.58
320001,0.73,0.75,0.62,0.67,0.60,0.65,0.86,0.66
320002,0.66,0.73,0.48,0.58,0.55,0.50,0.80,0.47
320003,0.77,0.81,0.65,0.65,0.64,0.64,0.83,0.60
320004,0.69,0.72,0.64,0.66,0.53,0.73,0.80,0.58
320005,0.79,0.79,0.65,0.68,0.67,0.67,0.87,0.67
320006,0.69,0.77,0.49,0.63,0.58,0.67,0.82,0.59
320009,0.71,0.74,0.55,0.64,0.52,0.64,0.83,0.62
320011,0.74,0.72,0.61,0.66,0.61,0.70,0.83,0.65
320013,0.77,0.80,0.68,0.68,0.65,0.70,0.82,0.70
320016,0.78,0.79,0.70,0.68,0.62,0.72,0.86,0.65
320017,0.73,0.75,0.63,0.68,0.61,0.70,0.86,0.67
320018,0.70,0.76,0.53,0.66,0.54,0.60,0.84,0.60
320021,0.76,0.79,0.63,0.69,0.62,0.69,0.85,0.70
320022,0.77,0.77,0.68,0.71,0.63,0.70,0.81,0.58
320030,0.73,0.80,0.60,0.67,0.61,0.65,0.81,0.64
320033,0.75,0.80,0.69,0.67,0.59,0.64,0.86,0.67
320038,0.72,0.74,0.63,0.66,0.62,0.70,0.82,0.59
320057,0.83,0.94,0.62,0.76,0.84,0.84,0.85,0.62
320058,0.68,0.69,0.67,0.50,0.50,0.56,0.62,0.52
320059,0.72,0.71,0.54,0.64,0.56,0.56,0.85,0.47
320060,0.72,0.76,0.69,0.69,0.58,0.71,0.79,0.57
320061,0.64,0.72,0.53,0.63,0.58,0.59,0.77,0.48
320062,0.67,0.73,0.62,0.55,0.57,0.72,0.78,0.50
320063,0.76,0.77,0.63,0.69,0.64,0.72,0.83,0.63
320065,0.71,0.79,0.57,0.65,0.58,0.63,0.84,0.59
320067,0.93,0.90,0.80,0.88,0.79,0.74,0.87,0.91
320070,0.72,0.84,0.57,0.58,0.67,0.72,0.80,0.52
320074,0.78,0.76,0.71,0.72,0.61,0.70,0.86,0.72
320084,0.83,0.73,0.73,0.80,0.58,0.73,0.78,0.76
320085,0.78,0.81,0.68,0.71,0.59,0.68,0.87,0.73
320086,0.78,0.83,0.66,0.74,0.63,0.77,0.83,0.72
320089,,,,,,,,
321300,,,,,,,,
321301,0.89,0.89,0.85,0.80,0.72,0.86,0.86,0.77
321302,0.79,0.75,0.73,0.65,0.60,0.83,0.83,0.72
321304,0.79,0.80,0.69,0.68,0.54,0.70,0.83,0.58
321305,0.81,0.89,0.75,0.75,0.77,0.83,0.88,0.74
321306,0.87,0.88,0.83,0.81,0.75,0.77,0.87,0.80
321307,0.81,0.80,0.79,0.75,0.57,0.84,0.82,0.62
321308,0.77,0.81,0.75,0.67,0.59,0.70,0.81,0.71
321309,0.72,0.75,0.61,0.67,0.59,0.73,0.84,0.61
330003,0.74,0.73,0.59,0.67,0.58,0.62,0.84,0.61
330004,0.71,0.72,0.50,0.62,0.55,0.58,0.76,0.52
330005,0.71,0.73,0.54,0.64,0.52,0.60,0.84,0.59
330006,0.69,0.75,0.47,0.53,0.52,0.68,0.83,0.51
330008,0.78,0.79,0.61,0.73,0.59,0.81,0.84,0.63
330009,0.67,0.78,0.53,0.63,0.55,0.58,0.81,0.56
330011,0.78,0.78,0.61,0.67,0.59,0.70,0.89,0.72
330013,0.73,0.69,0.59,0.65,0.55,0.65,0.81,0.62
330014,0.65,0.72,0.46,0.57,0.48,0.62,0.75,0.51
330019,0.72,0.77,0.61,0.67,0.60,0.70,0.78,0.52
330023,0.81,0.79,0.61,0.73,0.65,0.66,0.87,0.70
330024,0.77,0.79,0.63,0.71,0.61,0.72,0.82,0.67
330027,0.58,0.63,0.42,0.52,0.45,0.60,0.71,0.41
330028,0.69,0.75,0.54,0.60,0.54,0.57,0.74,0.46
330030,0.80,0.78,0.62,0.68,0.65,0.73,0.89,0.63
330033,0.76,0.73,0.65,0.65,0.63,0.67,0.87,0.59
330043,0.78,0.80,0.57,0.70,0.59,0.67,0.80,0.65
330044,0.74,0.77,0.56,0.65,0.57,0.62,0.80,0.59
330045,0.79,0.79,0.65,0.74,0.61,0.73,0.81,0.69
330046,0.64,0.73,0.44,0.60,0.51,0.66,0.80,0.53
330047,0.79,0.78,0.63,0.67,0.68,0.77,0.91,0.70
330049,0.82,0.80,0.68,0.70,0.66,0.71,0.90,0.76
330053,0.74,0.76,0.58,0.66,0.58,0.74,0.84,0.68
330055,0.72,0.75,0.57,0.64,0.58,0.70,0.81,0.61
330056,0.67,0.75,0.51,0.61,0.55,0.66,0.75,0.50
330057,0.71,0.72,0.54,0.68,0.54,0.67,0.85,0.65
330058,0.79,0.80,0.68,0.71,0.65,0.77,0.91,0.66
330059,0.73,0.78,0.55,0.65,0.60,0.70,0.82,0.64
330061,0.77,0.80,0.65,0.70,0.59,0.69,0.80,0.66
330065,0.70,0.75,0.61,0.60,0.55,0.58,0.81,0.54
330067,0.72,0.75,0.57,0.67,0.57,0.65,0.87,0.60
330073,0.75,0.77,0.62,0.65,0.55,0.69,0.86,0.47
330074,0.74,0.76,0.59,0.67,0.62,0.69,0.87,0.65
330078,0.75,0.75,0.66,0.71,0.59,0.64,0.84,0.70
330079,0.81,0.85,0.75,0.72,0.65,0.79,0.89,0.72
330080,0.62,0.74,0.44,0.58,0.52,0.58,0.76,0.50
330084,0.77,0.78,0.68,0.67,0.60,0.79,0.79,0.49
330085,0.71,0.70,0.56,0.64,0.56,0.66,0.86,0.56
330086,0.74,0.78,0.63,0.68,0.58,0.63,0.81,0.50
330088,0.83,0.82,0.69,0.66,0.64,0.78,0.88,0.76
330090,0.78,0.78,0.61,0.70,0.60,0.69,0.86,0.64
330094,0.77,0.77,0.63,0.67,0.59,0.65,0.81,0.51
330096,0.78,0.84,0.68,0.73,0.60,0.66,0.84,0.66
330100,0.77,0.80,0.71,0.69,0.59,0.73,0.85,0.72
330101,0.76,0.80,0.58,0.65,0.60,0.66,0.81,0.73
330102,0.78,0.80,0.65,0.75,0.59,0.63,0.86,0.71
330103,0.72,0.76,0.52,0.66,0.57,0.75,0.82,0.55
330104,0.73,0.75,0.59,0.64,0.58,0.71,0.76,0.55
330106,0.79,0.77,0.60,0.68,0.60,0.78,0.80,0.75
330107,0.68,0.72,0.54,0.62,0.51,0.62,0.85,0.53
330108,0.69,0.73,0.55,0.65,0.56,0.66,0.85,0.59
330111,0.78,0.79,0.66,0.71,0.63,0.75,0.88,0.65
330115,0.76,0.82,0.67,0.69,0.66,0.73,0.85,0.67
330119,0.72,0.79,0.56,0.64,0.58,0.60,0.76,0.60
330125,0.80,0.80,0.64,0.69,0.63,0.65,0.87,0.72
330126,0.77,0.74,0.63,0.69,0.61,0.72,0.85,0.66
330127,0.62,0.74,0.46,0.60,0.51,0.66,0.80,0.52
330128,0.60,0.70,0.47,0.53,0.50,0.57,0.81,0.47
330132,0.71,0.72,0.66,0.68,0.61,0.68,0.89,0.54
330135,0.80,0.76,0.70,0.75,0.60,0.75,0.83,0.63
330136,0.72,0.75,0.57,0.63,0.60,0.66,0.87,0.60
330140,0.79,0.77,0.63,0.69,0.62,0.66,0.88,0.73
330141,0.72,0.74,0.54,0.65,0.56,0.59,0.83,0.51
330144,0.73,0.82,0.73,0.67,0.62,0.70,0.82,0.62
330151,0.77,0.76,0.71,0.65,0.61,0.67,0.90,0.61
330153,0.76,0.78,0.59,0.69,0.63,0.73,0.87,0.60
330157,0.79,0.78,0.72,0.70,0.63,0.84,0.86,0.65
330158,0.67,0.74,0.49,0.62,0.53,0.58,0.79,0.56
330160,0.73,0.70,0.61,0.59,0.54,0.61,0.76,0.57
330162,0.82,0.84,0.68,0.75,0.66,0.76,0.86,0.77
